Row,cell1,cell2,cell3,cell4,cell5,cell6,cell7,cell8,cell9,cell10,cell11,cell12,cell13,cell14,cell15,cell16,cell17,cell18,cell19,cell20,cell21,cell22,cell23,cell24,cell25,cell26,cell27,cell28,cell29,cell30,cell31,cell32,cell33,cell34,cell35,cell36,cell37,cell38,cell39,cell40,cell41,cell42,cell43,cell44,cell45,cell46,cell47,cell48,cell49,cell50,cell51,cell52,cell53,cell54,cell55,cell56,cell57,cell58,cell59,cell60,cell61,cell62,cell63,cell64,cell65,cell66,cell67,cell68,cell69,cell70,cell71,cell72,cell73,cell74,cell75,cell76,cell77,cell78,cell79,cell80,cell81,cell82,cell83,cell84,cell85,cell86,cell87,cell88,cell89,cell90,cell91,cell92,cell93,cell94,cell95,cell96,cell97,cell98,cell99,cell100,cell101,cell102,cell103,cell104,cell105,cell106,cell107,cell108,cell109,cell110,cell111,cell112,cell113,cell114,cell115,cell116,cell117,cell118,cell119,cell120,cell121,cell122,cell123,cell124,cell125,cell126,cell127,cell128,cell129,cell130,cell131,cell132,cell133,cell134,cell135,cell136,cell137,cell138,cell139,cell140,cell141,cell142,cell143,cell144,cell145,cell146,cell147,cell148,cell149,cell150,cell151,cell152,cell153,cell154,cell155,cell156,cell157,cell158,cell159,cell160,cell161,cell162,cell163,cell164,cell165,cell166,cell167,cell168,cell169,cell170,cell171,cell172,cell173,cell174,cell175,cell176,cell177,cell178,cell179,cell180,cell181,cell182,cell183,cell184,cell185,cell186,cell187,cell188
Epb4.1l2,2,0,3,5,4,4,0,0,8,4,0,3,0,7,2,0,5,0,0,3,1,1,2,4,0,4,1,1,2,2,0,3,0,1,0,3,0,0,2,1,3,2,1,8,1,4,1,1,5,4,0,3,0,0,3,0,0,0,3,0,0,4,3,2,5,0,0,0,3,0,2,3,3,0,2,0,0,0,3,3,3,6,3,4,5,3,4,6,3,5,6,4,5,4,1,3,0,2,6,7,6,2,5,6,0,5,0,0,5,1,2,6,5,3,4,1,0,2,0,1,0,1,1,3,0,2,1,0,3,2,0,0,4,6,0,3,4,2,0,5,6,1,4,3,2,0,1,2,0,2,3,4,0,0,5,3,2,3,4,8,4,1,6,3,4,2,1,6,0,1,4,0,1,5,2,1,2,7,3,5,0,5,1,0,0,3,0,1
Ercc5,0,2,7,0,7,1,0,0,0,4,0,2,4,0,0,0,0,0,0,4,5,0,3,2,0,5,7,0,3,4,0,5,0,6,0,0,0,2,6,0,1,0,8,0,0,1,0,3,0,2,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,1,0,0,1,7,0,0,1,5,1,0,1,0,4,0,0,0,1,0,0,0,5,0,0,4,8,1,5,0,0,1,0,1,0,0,0,1,0,0,0,0,3,0,0,2,3,0,1,3,0,0,0,1,7,0,0,1,6,6,0,0,4,0,0,0,6,0,7,0,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,5,0,4,2,0,1,0,0,0,0,0,2,0,3,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,4,9,7,0,0,0
Ergic2,0,1,3,7,2,0,9,3,0,7,2,0,0,7,0,0,9,5,8,0,8,2,0,3,0,2,2,8,0,5,2,4,5,0,0,4,6,0,0,0,2,5,0,0,1,2,6,0,0,9,4,0,3,0,0,1,5,0,5,0,0,6,10,3,1,0,0,8,8,8,5,0,0,5,1,2,1,9,1,1,7,7,0,2,0,6,0,4,1,6,0,1,5,7,4,9,0,0,0,1,4,0,4,0,8,3,0,2,2,2,0,7,1,2,4,0,2,6,0,0,2,0,0,0,0,4,6,0,0,0,0,0,10,4,7,0,0,2,7,2,1,0,10,7,6,0,5,2,7,4,1,0,3,0,0,7,4,1,2,2,1,0,5,0,0,0,0,6,0,0,1,7,2,1,3,6,6,6,0,1,0,0,2,0,7,7,0,6
Esf1,1,1,7,3,8,1,11,2,10,0,2,2,12,12,7,3,0,0,14,13,2,3,5,9,11,1,1,2,6,5,4,6,0,1,0,10,4,0,7,4,4,3,10,7,2,5,1,8,5,6,0,1,8,1,3,5,11,3,2,8,0,2,5,6,9,4,0,6,5,3,4,2,3,0,6,1,5,0,13,10,1,6,3,4,6,3,1,9,5,0,5,3,0,2,5,6,3,3,2,1,0,14,11,4,1,5,8,5,0,0,0,3,6,5,1,8,3,11,8,0,4,4,1,2,6,2,12,5,0,1,3,3,1,9,1,4,0,4,5,5,0,7,5,9,2,7,1,13,6,6,3,0,0,3,1,13,2,2,2,2,2,3,0,5,5,6,5,2,1,4,9,6,5,0,5,3,6,6,7,0,0,1,7,0,7,6,0,11
Etfb,1,13,6,11,9,17,17,1,4,10,7,0,7,1,0,10,3,4,3,11,17,22,5,12,13,21,6,4,9,3,2,2,12,6,5,0,4,11,11,2,5,8,2,15,4,3,6,15,1,13,4,7,5,13,2,1,10,17,7,1,3,1,2,0,17,0,8,4,18,8,0,12,8,14,2,0,4,10,13,9,8,1,1,7,5,0,0,3,4,0,12,14,0,4,4,6,2,7,13,12,2,5,4,14,1,1,7,5,0,9,5,5,0,2,3,13,2,12,22,18,0,4,9,8,9,1,12,0,3,9,2,2,6,15,3,15,8,3,0,0,4,14,0,1,0,20,4,6,0,1,0,6,2,6,5,3,4,4,15,6,14,9,3,12,7,2,5,20,7,6,1,7,23,2,0,5,0,0,0,10,9,14,4,0,0,0,7,2
Exoc3,3,1,4,0,1,0,2,0,3,0,0,0,0,3,0,0,1,3,1,0,0,0,0,5,0,3,0,0,0,0,1,6,0,0,3,2,1,0,3,1,1,0,4,2,0,3,3,1,6,0,3,6,1,3,4,2,2,2,0,4,1,0,0,4,3,1,2,3,0,2,3,1,3,1,3,0,5,0,0,3,0,2,0,5,3,1,0,0,0,2,1,2,0,6,0,1,0,1,3,2,3,2,0,3,2,0,0,0,0,3,0,3,0,0,7,5,5,2,3,1,5,0,4,1,1,0,1,1,0,4,3,0,0,1,0,4,3,2,1,0,2,3,0,0,0,2,0,0,4,8,0,2,0,5,0,1,3,5,0,0,2,2,4,0,1,2,0,3,5,1,1,1,0,0,1,2,2,1,4,4,3,0,0,3,3,0,1,2
Eya3,1,0,9,1,2,5,9,7,0,1,0,1,1,0,0,0,0,0,0,5,0,3,0,2,0,0,5,0,0,2,0,0,0,7,15,0,0,0,9,8,4,5,2,0,1,1,0,0,4,5,9,1,8,3,0,0,1,2,0,0,17,0,0,0,5,0,11,0,4,5,0,2,3,3,0,1,1,5,0,0,1,0,1,9,11,5,0,3,0,0,0,1,0,1,0,9,0,0,8,0,0,0,0,2,10,10,8,4,2,1,0,0,0,0,7,0,0,5,0,0,3,0,1,6,5,3,1,0,0,0,16,0,10,2,0,7,12,2,17,7,0,0,1,8,0,2,2,1,7,0,0,7,1,0,6,0,6,3,0,1,3,0,0,2,3,0,7,0,0,0,7,4,0,0,4,0,0,1,5,11,7,0,0,0,8,2,1,0
Ezr,5,28,27,8,10,4,3,13,4,7,31,21,26,19,19,11,7,18,11,21,18,21,6,3,11,8,0,1,0,15,3,14,8,28,6,21,2,1,12,4,10,11,4,12,3,3,22,9,1,4,13,14,13,1,16,5,0,4,26,12,0,0,2,15,23,4,0,15,0,12,5,11,26,13,13,2,1,1,11,5,11,0,26,14,18,0,9,3,11,4,10,6,28,7,2,12,17,2,0,8,18,5,1,2,1,3,25,15,11,29,3,9,13,5,6,0,16,1,17,33,19,21,13,0,2,26,11,12,8,15,12,3,26,7,9,4,20,1,25,5,6,10,2,4,32,8,1,30,17,6,19,11,16,13,13,9,0,10,13,6,5,21,9,2,10,22,27,18,10,16,14,0,10,0,5,12,2,3,1,0,0,13,9,14,36,24,5,2
Fasn,24,24,2,0,2,0,3,32,1,0,6,1,13,3,1,0,2,2,0,10,20,1,1,2,15,5,0,0,16,0,11,0,4,6,0,26,5,0,0,0,0,0,1,0,0,12,13,0,0,1,1,29,12,0,0,0,1,4,0,2,0,0,10,0,0,0,16,0,14,0,0,20,14,22,0,0,1,0,21,5,7,22,24,1,0,0,0,3,14,8,6,0,1,24,21,1,20,11,3,19,0,5,16,6,4,8,6,6,10,0,19,0,2,0,8,0,1,21,28,2,1,0,0,5,0,12,20,13,1,1,15,6,0,9,2,7,15,0,0,1,18,18,1,0,1,0,1,23,15,0,20,0,17,6,1,10,5,0,5,8,5,0,3,0,8,13,18,7,0,15,16,0,5,11,22,1,0,16,2,1,1,0,0,7,24,12,1,5
Fbxw2,0,8,6,0,0,0,0,0,4,0,5,0,0,0,7,0,0,0,0,11,0,0,5,0,0,0,8,0,0,0,9,4,7,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,6,10,0,0,1,6,0,1,0,6,0,0,0,0,10,5,4,5,0,0,0,0,0,9,9,4,0,0,0,12,6,0,0,4,0,5,0,6,0,0,0,0,8,5,0,0,8,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,10,0,0,0,0,11,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6,0,4,0,0,0,0,0,0,14,0,10,0,3,0,4,0,0,0,0,0,0,0,0,0,7,4,0,0,7,0,4,0,0,7,0,4,6,0,0,0,0,0,8,3,7,11,0,5,0,9
Fis1,8,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,2,0,4,0,3,1,0,0,0,0,4,0,0,0,3,8,1,0,1,0,0,0,8,14,0,13,13,8,1,17,4,0,0,0,0,1,4,0,3,0,6,19,0,0,0,0,0,10,14,0,0,0,1,0,2,3,0,0,3,9,9,6,0,11,0,0,0,0,2,0,10,4,0,1,4,0,0,0,0,0,2,0,2,0,7,0,2,8,0,0,9,1,0,0,20,0,0,0,0,23,0,0,10,2,0,0,3,0,0,3,0,2,11,6,0,0,0,3,0,0,2,12,1,9,0,11,4,0,0,0,1,0,8,9,0,0,0,1,10,0,0,11,0,0,17,8,9,0,18,5,13,6,0,10,0,0,0,8,1,0,0,1,0,7,0,0,0,1,1,3,18,0
Frg1,1,2,6,6,2,0,6,7,0,1,0,0,4,10,0,4,6,3,1,0,0,0,3,1,22,2,8,2,1,3,0,0,1,0,2,0,16,1,0,0,8,3,10,0,2,6,6,11,12,6,0,1,3,3,20,7,0,0,0,16,2,8,2,0,5,0,3,0,3,0,5,3,1,7,5,0,3,6,3,0,0,0,0,9,0,0,0,5,9,6,5,7,1,8,2,3,4,3,1,1,0,7,3,2,0,1,0,1,0,3,1,7,2,2,2,1,14,4,3,0,20,0,15,7,4,1,17,4,2,10,7,2,1,0,0,0,1,1,0,1,0,0,10,9,1,19,2,1,2,1,1,0,0,4,1,5,0,11,1,7,9,1,5,0,0,5,6,12,9,0,0,8,3,4,2,7,0,3,0,1,0,0,1,6,0,0,6,0
Fuca2,0,5,12,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,7,0,0,0,0,1,0,0,0,0,0,0,0,12,0,5,1,15,0,0,0,0,8,0,0,0,0,7,1,0,11,0,9,0,0,0,0,0,1,14,0,0,0,0,0,0,1,0,12,0,0,0,0,0,0,0,3,0,0,14,0,0,0,2,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,3,0,7,0,0,0,5,0,0,0,13,0,0,10,3,6,3,1,0,0,0,0,0,0,0,0,0,7,0,0,11,0,5,2,0,0,0,0,0,0,0,7,0,0,0,1,0,0,1,0,0,5,6,0,0,8,0,0,9,1,13,4,0,14,0,9,2,5,0,0,0,0,3,4,0,0,0
Fus,12,24,20,15,16,8,22,33,5,20,15,14,10,16,5,34,3,14,35,6,2,21,9,13,15,5,13,12,18,17,10,2,14,4,7,16,6,5,7,11,6,10,5,7,9,8,6,9,11,15,13,4,5,10,2,8,17,30,6,7,10,12,10,0,9,0,7,1,3,5,10,30,13,16,3,14,14,12,9,11,2,16,2,30,0,25,18,12,8,4,3,7,9,21,20,10,9,23,11,0,2,3,3,3,2,14,17,22,14,34,0,3,23,13,16,20,17,9,12,4,29,15,23,15,4,3,13,32,2,16,1,3,5,6,17,36,24,6,6,3,24,9,8,17,22,6,0,21,15,0,9,9,13,10,6,33,10,12,5,20,13,1,3,3,6,26,19,18,10,29,1,2,15,11,1,20,5,0,7,9,0,4,0,14,21,18,5,13
Fxr1,5,6,0,20,6,20,2,1,17,18,0,7,2,16,0,9,13,7,13,16,22,4,4,15,8,7,0,0,5,25,7,0,16,10,0,6,3,3,23,0,21,3,9,21,0,10,3,11,21,2,0,3,16,7,5,14,1,3,2,0,4,1,2,12,11,26,3,6,9,28,15,13,18,15,9,12,11,26,9,14,0,4,1,13,20,13,0,4,15,4,2,17,12,14,21,0,10,9,1,1,22,0,11,1,9,0,10,2,5,17,11,17,27,6,0,2,6,8,2,18,0,14,13,5,0,16,23,7,18,15,11,0,8,4,0,9,10,19,0,17,0,10,9,3,22,5,0,12,20,4,6,14,8,6,0,8,7,8,8,1,22,10,0,0,7,1,19,4,5,11,2,2,9,18,19,8,4,6,3,19,1,8,7,17,6,8,7,21
G3bp2,26,26,7,38,3,10,8,34,36,30,8,18,4,49,34,40,26,12,31,41,5,11,5,17,6,7,8,18,50,53,30,10,10,3,3,24,12,47,41,14,21,48,23,38,11,21,32,32,6,7,25,51,5,38,38,7,23,16,16,22,30,16,48,59,34,17,42,60,42,20,43,10,37,12,7,16,26,2,12,13,5,35,29,11,32,55,22,9,35,41,11,15,6,11,13,34,22,24,14,27,33,32,6,6,18,26,2,48,21,9,28,20,36,35,13,3,20,37,15,20,32,57,34,25,4,46,11,15,18,25,29,25,9,34,53,24,18,18,25,34,36,32,1,9,21,25,16,18,13,52,43,33,24,14,20,15,14,8,14,47,29,54,12,3,9,6,41,29,63,15,47,43,21,27,6,10,37,31,42,16,17,15,12,32,33,29,10,7
Galk1,6,1,1,7,5,3,6,0,0,0,6,0,1,4,1,8,5,0,1,5,2,3,8,6,8,3,6,7,7,8,6,4,4,4,1,5,7,7,0,9,0,11,7,9,4,0,4,9,1,7,14,4,8,5,9,5,0,4,8,0,0,0,5,4,4,3,7,4,5,6,2,4,5,6,0,0,0,0,11,8,9,0,9,4,0,1,0,8,0,7,0,0,0,10,4,4,1,12,8,0,11,8,0,1,4,0,3,3,3,3,7,11,0,9,8,0,1,0,0,9,0,1,1,0,1,6,0,10,9,6,9,6,2,3,1,7,0,5,0,0,0,9,7,5,11,0,9,1,0,0,7,0,1,5,0,8,0,1,9,7,12,4,7,2,10,2,10,8,0,0,7,7,6,7,0,8,4,3,1,2,0,2,0,5,0,6,6,0
Galk2,3,0,0,0,4,1,3,2,0,0,0,2,0,3,6,2,4,5,0,0,7,1,0,0,4,5,1,1,0,2,0,3,5,5,1,3,1,1,1,0,3,8,7,4,4,0,0,2,0,5,2,0,0,1,5,0,0,2,3,1,0,0,0,1,0,3,4,3,0,4,2,2,0,3,1,1,1,0,2,2,1,0,0,0,0,4,0,3,2,0,5,0,0,6,0,3,3,3,0,0,0,2,2,0,0,1,0,2,1,0,5,1,0,3,0,1,0,0,0,2,2,0,0,0,0,0,1,1,0,3,1,0,1,3,1,0,0,0,0,1,1,2,0,3,1,3,0,0,4,3,4,0,0,2,0,6,4,0,0,4,2,0,1,2,2,2,4,0,6,2,4,5,5,2,2,0,0,1,1,6,0,2,4,0,0,0,4,0
Ganab,0,2,6,11,5,2,0,0,11,0,0,8,1,0,7,0,6,8,0,8,9,7,0,7,2,2,7,0,6,5,9,0,0,1,3,8,7,4,2,8,4,1,4,1,6,5,1,5,1,9,8,2,2,12,3,7,5,0,0,3,0,2,4,7,4,2,6,12,0,1,2,7,5,8,3,9,13,9,2,3,0,6,12,0,3,6,0,0,5,1,1,0,6,7,3,1,3,5,9,1,4,11,7,0,0,0,6,3,0,7,7,9,4,5,1,7,12,7,10,3,4,10,0,3,1,5,0,0,5,8,3,4,6,6,4,4,0,3,2,0,5,12,3,0,4,7,0,4,11,3,6,0,11,8,1,10,8,7,2,2,4,0,1,5,3,7,8,1,10,9,4,0,0,8,9,7,0,3,8,5,4,9,4,8,5,0,6,11
Gcat,3,1,0,6,0,10,7,3,8,3,3,1,2,2,1,0,1,0,2,2,8,2,0,7,2,5,1,8,3,3,6,3,0,0,0,3,5,2,2,3,7,0,1,9,7,2,3,0,2,2,0,5,1,0,9,2,7,3,3,5,5,4,11,5,0,1,3,6,0,4,4,2,4,3,0,9,3,4,2,6,8,5,3,0,7,7,0,0,3,5,0,0,0,2,7,3,3,6,2,4,4,0,0,2,0,1,0,11,1,4,2,8,6,5,4,6,7,5,7,5,2,0,8,4,6,8,1,3,7,5,3,4,3,1,0,7,4,3,8,3,2,4,1,3,2,5,4,4,0,1,4,0,0,0,4,1,7,3,2,10,3,6,7,0,0,0,9,0,7,10,7,0,2,10,3,0,1,6,2,6,2,5,1,5,1,3,2,0
Gcdh,3,4,6,0,4,4,2,3,6,2,0,3,1,0,1,0,2,0,0,6,4,2,6,2,3,6,2,3,0,4,2,3,1,0,2,1,3,1,1,0,2,2,4,0,1,1,1,0,2,0,3,10,0,0,1,0,3,0,2,4,5,2,7,0,2,0,2,0,0,2,5,2,3,0,1,2,4,1,6,0,2,4,3,7,6,0,3,0,3,3,0,1,0,4,6,0,0,4,3,0,0,0,4,0,2,2,4,0,2,5,0,4,3,3,5,1,0,2,1,5,0,3,3,4,0,10,0,1,0,7,3,4,3,0,2,3,6,2,0,4,1,4,2,3,0,2,0,0,2,4,2,0,0,0,5,5,3,2,1,1,1,6,6,0,0,4,0,3,4,1,3,1,0,0,2,3,3,7,9,5,0,0,0,8,0,0,0,2
Gga2,3,2,5,10,3,0,0,0,0,0,3,0,0,21,7,1,1,4,15,0,4,5,3,13,0,0,0,0,4,0,0,0,0,0,0,1,0,0,8,0,1,6,0,12,0,6,7,16,0,0,15,2,5,1,0,14,0,14,0,0,10,2,1,0,0,17,0,0,0,8,10,2,0,0,1,0,11,0,4,7,10,2,0,13,0,0,0,0,0,7,18,3,0,3,3,0,2,0,11,14,0,13,0,16,12,0,7,0,0,24,1,4,12,0,0,0,0,0,0,0,2,0,16,0,0,0,0,12,0,0,13,1,0,0,0,0,0,0,21,0,0,5,1,11,0,1,11,0,0,0,14,0,0,0,19,0,12,2,0,23,10,0,2,19,1,0,0,17,9,6,1,2,0,19,19,6,5,0,14,6,0,6,0,16,0,1,15,0
Glod4,0,2,0,12,3,1,7,4,3,0,8,0,2,7,9,0,0,1,9,7,9,0,1,3,1,13,0,15,0,0,10,0,9,1,8,0,9,3,0,9,4,0,7,11,1,8,0,0,6,3,1,7,11,8,0,8,4,1,7,8,6,5,0,2,0,5,0,10,5,4,0,0,1,2,8,0,0,3,0,0,0,1,12,0,0,11,3,0,0,6,15,9,1,1,2,9,2,1,8,0,8,12,6,5,0,1,13,19,1,1,1,11,0,7,10,12,0,0,0,0,0,4,4,6,5,9,18,4,1,14,0,1,0,5,7,2,1,0,1,5,14,0,4,0,0,8,2,7,0,3,17,5,11,1,6,7,0,0,5,0,8,10,19,16,0,10,7,0,9,11,8,6,2,12,4,7,14,0,6,9,6,8,0,0,1,4,0,0
Gmnn,1,3,0,0,6,16,4,10,12,1,8,19,2,0,4,2,1,0,2,8,3,2,0,3,4,5,7,4,1,1,0,0,11,1,0,3,14,4,0,2,4,13,7,1,11,6,2,7,12,3,9,18,2,1,1,23,10,1,2,9,2,2,12,5,14,2,7,25,6,11,3,12,1,12,0,14,8,5,14,8,1,4,6,6,2,12,2,0,15,5,6,3,15,1,13,6,2,11,1,9,0,12,8,1,9,3,2,17,5,2,10,15,6,3,10,20,6,0,3,3,16,4,1,5,0,2,5,13,2,7,1,0,3,5,13,6,0,2,11,4,8,0,2,8,6,5,3,0,2,12,17,10,4,7,10,0,8,15,3,2,4,11,4,2,10,3,4,11,8,4,4,0,3,11,7,1,1,9,0,5,8,0,0,2,10,7,6,6
Gmpr2,2,0,0,7,2,2,0,0,0,0,0,0,1,1,4,0,0,1,6,2,0,0,1,0,3,4,0,0,4,5,5,0,0,0,0,5,0,6,0,0,1,0,0,2,2,0,0,4,3,1,4,7,0,0,1,0,4,0,0,0,0,2,1,4,2,0,0,1,2,0,0,0,0,0,0,0,1,0,6,0,2,4,0,5,7,0,1,2,0,0,0,2,1,3,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,1,6,2,0,1,0,0,2,0,1,4,0,3,10,0,0,0,0,2,3,0,2,1,1,0,0,2,6,1,3,0,0,0,2,0,2,1,3,0,0,1,0,3,10,3,4,0,0,0,0,3,1,0,1,0,0,0,0,0,5,0,0,0,7,4,2,0,0,0,6,0,5,0,1,0,2,0,0,1
Gnas,0,12,3,6,11,5,2,3,1,0,2,2,3,2,5,5,2,0,6,9,0,0,0,2,8,2,15,3,0,5,4,2,0,5,0,1,2,3,8,0,8,2,8,1,0,0,0,1,2,0,2,2,2,6,3,4,0,0,8,1,1,0,0,1,3,7,3,3,1,1,1,0,2,3,4,0,2,1,3,0,4,0,4,7,0,1,1,5,6,0,1,1,1,0,4,1,0,0,6,3,0,0,1,7,1,1,1,2,3,0,0,0,1,6,5,5,1,3,0,7,0,1,4,12,9,4,0,1,6,3,1,3,1,6,7,1,2,3,7,1,3,4,2,4,0,3,2,2,0,2,3,1,1,3,2,0,2,0,3,2,6,0,2,2,5,1,5,14,2,0,2,0,5,0,0,0,3,0,4,0,5,0,3,0,4,2,1,3
Gnl2,3,3,4,2,8,4,0,4,13,6,10,4,1,3,3,0,2,3,0,0,4,2,5,1,1,4,7,5,7,6,3,8,1,4,4,5,5,6,3,1,8,1,4,5,5,6,5,5,6,5,7,3,5,12,7,1,9,7,4,1,5,6,7,5,6,0,3,1,5,2,12,5,5,6,5,14,7,11,1,6,7,7,3,4,3,5,2,6,11,6,4,0,7,15,4,15,8,2,6,8,1,9,3,6,4,1,5,4,7,5,4,11,4,2,6,1,7,0,0,4,5,1,0,6,2,4,3,7,5,5,3,9,4,2,9,0,9,3,5,3,5,5,11,11,8,8,6,7,4,10,2,5,8,4,0,7,10,4,6,7,7,12,10,8,9,5,1,4,9,0,4,11,9,12,5,8,4,3,2,3,3,7,6,8,1,3,7,2
Gorasp2,2,4,3,4,2,1,1,0,0,0,4,0,4,1,3,1,4,0,3,9,4,3,4,0,2,1,3,0,2,3,4,7,0,0,5,1,0,5,2,3,0,1,1,6,3,0,3,4,0,0,0,5,0,0,2,0,0,5,3,0,0,2,5,0,3,1,2,3,6,0,0,4,7,5,0,0,3,5,4,0,1,6,6,5,3,1,2,2,1,0,1,4,0,5,5,0,1,3,0,1,0,1,0,3,7,0,2,2,2,1,4,1,0,0,5,3,4,1,0,9,3,1,7,6,0,2,1,0,6,1,0,3,0,3,4,1,0,0,6,5,5,0,0,0,3,4,1,4,0,0,4,5,7,1,1,1,0,0,0,3,4,0,2,6,0,4,1,1,0,5,1,1,1,2,0,0,4,4,1,0,0,4,4,3,0,1,5,0
Gpbp1,0,6,2,0,1,3,5,0,13,14,0,5,8,0,0,7,3,2,4,1,4,6,0,13,13,0,0,12,2,6,8,1,4,8,10,1,0,0,1,6,12,6,13,11,0,0,0,3,7,6,0,4,14,1,3,3,4,3,0,7,9,3,3,7,8,4,15,13,3,1,4,0,5,3,10,5,8,1,0,3,0,13,6,8,11,2,5,0,0,0,2,0,2,0,3,0,9,1,2,1,7,1,0,0,6,3,13,0,8,9,1,13,2,0,6,12,6,8,1,4,8,10,4,7,8,2,1,0,1,2,3,10,3,6,5,5,1,10,4,4,0,6,1,0,0,2,5,1,3,0,3,2,4,3,8,2,4,1,13,11,8,5,3,0,2,3,0,6,0,1,1,7,10,0,1,2,0,0,0,0,3,1,4,0,10,2,3,9
Gtf2e2,6,1,0,0,1,0,5,2,0,0,4,5,1,4,0,0,5,3,3,0,1,8,0,0,1,0,2,1,1,6,7,6,0,4,6,5,2,0,6,4,6,4,4,4,3,3,2,4,5,2,6,4,1,0,2,2,3,1,11,2,4,4,0,0,6,0,0,1,2,6,0,6,8,4,0,0,3,0,5,12,9,1,4,10,0,11,7,1,2,2,3,9,0,15,0,4,4,0,5,11,7,7,1,0,4,0,0,0,6,0,0,0,0,0,0,1,0,3,5,5,10,0,4,9,3,0,8,5,1,8,3,4,8,0,5,7,2,1,0,5,3,0,0,4,4,0,0,0,2,6,1,10,8,0,4,4,2,5,1,0,5,2,1,0,2,5,6,7,7,5,3,3,2,0,8,3,2,3,7,4,2,3,0,1,0,6,9,13
Gtf2f1,0,6,2,0,2,0,4,0,2,0,3,1,3,15,2,2,1,8,3,6,1,0,0,0,0,2,2,0,7,12,3,5,5,0,2,10,1,1,5,2,1,0,0,3,2,3,7,1,6,1,0,4,5,0,1,5,3,0,2,2,1,0,3,0,3,2,2,0,0,0,2,10,15,8,5,3,3,3,18,2,5,1,6,5,7,8,1,0,2,1,8,13,5,0,1,13,1,8,2,0,2,3,3,2,0,2,2,7,1,2,3,4,7,1,1,11,7,4,4,2,0,0,2,2,2,3,1,1,1,0,2,0,1,0,1,0,0,0,13,5,4,0,0,1,11,7,0,7,1,0,0,1,0,7,0,0,1,2,14,4,0,1,5,0,3,0,2,5,0,15,10,1,5,6,8,1,2,4,0,0,1,0,11,1,15,0,0,4
Gtf2i,4,8,1,5,0,3,4,0,5,6,4,2,1,1,2,4,2,3,2,1,2,5,4,4,1,0,1,11,1,1,1,4,0,4,1,0,2,7,3,0,7,3,2,3,0,5,7,2,6,5,1,1,0,2,0,0,0,2,2,3,2,7,2,4,3,2,6,0,3,0,4,3,2,0,4,3,3,4,0,4,3,7,0,0,1,6,0,1,3,2,1,5,3,0,3,3,4,4,4,2,0,1,2,0,2,5,4,6,1,4,0,4,0,0,1,0,2,0,6,6,0,1,3,5,2,2,3,2,5,4,0,5,0,4,4,4,0,3,3,5,3,3,1,0,7,10,4,2,2,1,0,1,1,5,5,5,1,2,4,7,0,4,2,1,0,2,0,1,2,3,2,6,1,3,1,2,2,2,6,6,1,2,6,4,1,0,2,6
Gtf3a,1,2,4,0,0,1,3,1,0,1,1,3,5,0,1,9,3,3,4,6,0,0,5,3,3,0,0,6,3,3,7,0,0,0,4,0,0,5,7,0,6,3,0,0,0,5,0,0,8,0,6,6,2,2,4,0,0,0,2,3,0,5,0,2,4,0,0,0,1,1,3,5,1,0,6,1,0,2,0,0,0,4,5,6,0,1,0,3,0,3,1,0,1,3,0,1,0,3,2,2,5,0,0,5,3,3,5,0,0,4,0,2,2,0,0,10,1,3,0,0,3,4,6,0,0,6,0,0,6,1,0,4,1,5,1,0,0,0,5,3,1,4,0,1,0,2,0,0,1,3,0,0,0,0,0,3,1,3,0,0,2,2,0,1,2,0,0,1,2,0,2,0,0,0,2,0,0,1,1,0,0,0,0,5,5,1,3,0
Gtf3c6,2,6,6,0,4,1,7,15,0,10,8,1,4,2,1,2,7,3,3,3,0,0,9,7,12,0,0,0,0,4,6,10,6,0,0,4,10,5,6,9,3,15,4,12,2,1,10,4,1,0,5,3,0,4,2,1,9,10,0,1,0,5,2,10,12,2,3,1,2,0,2,10,0,8,4,7,9,10,1,0,0,1,11,10,2,4,7,0,9,0,9,8,0,10,7,6,8,0,2,8,2,8,2,2,1,7,8,5,0,3,9,10,7,10,3,0,2,8,0,6,1,0,0,2,11,13,1,0,1,15,9,3,0,2,6,4,5,0,0,6,6,8,0,11,7,0,0,10,0,9,7,9,5,0,7,5,6,6,2,1,4,9,6,0,2,6,4,6,0,7,1,2,13,1,13,1,8,6,8,15,2,0,6,9,3,9,8,4
