Row,cell1,cell2,cell3,cell4,cell5,cell6,cell7,cell8,cell9,cell10,cell11,cell12,cell13,cell14,cell15,cell16,cell17,cell18,cell19,cell20,cell21,cell22,cell23,cell24,cell25,cell26,cell27,cell28,cell29,cell30,cell31,cell32,cell33,cell34,cell35,cell36,cell37,cell38,cell39,cell40,cell41,cell42,cell43,cell44,cell45,cell46,cell47,cell48,cell49,cell50,cell51,cell52,cell53,cell54,cell55,cell56,cell57,cell58,cell59,cell60,cell61,cell62,cell63,cell64,cell65,cell66,cell67,cell68,cell69,cell70,cell71,cell72,cell73,cell74,cell75,cell76,cell77,cell78,cell79,cell80,cell81,cell82,cell83,cell84,cell85,cell86,cell87,cell88,cell89,cell90,cell91,cell92,cell93,cell94,cell95,cell96,cell97,cell98,cell99,cell100,cell101,cell102,cell103,cell104,cell105,cell106,cell107,cell108,cell109,cell110,cell111,cell112,cell113,cell114,cell115,cell116,cell117,cell118,cell119,cell120,cell121,cell122,cell123,cell124,cell125,cell126,cell127,cell128,cell129,cell130,cell131,cell132,cell133,cell134,cell135,cell136,cell137,cell138,cell139,cell140,cell141,cell142,cell143,cell144,cell145,cell146,cell147,cell148,cell149,cell150,cell151,cell152,cell153,cell154,cell155,cell156,cell157,cell158,cell159,cell160,cell161,cell162,cell163,cell164,cell165,cell166,cell167,cell168,cell169,cell170,cell171,cell172,cell173,cell174,cell175,cell176,cell177,cell178,cell179,cell180,cell181,cell182,cell183,cell184,cell185,cell186,cell187,cell188
Eif3l,10,9,7,4,8,13,10,9,13,9,8,14,13,17,0,7,5,7,26,1,19,7,4,8,1,8,1,25,1,9,11,8,1,11,16,7,6,23,11,16,15,3,9,6,11,6,10,15,2,11,9,8,9,16,13,9,10,10,10,14,19,15,9,7,9,28,3,12,5,10,10,10,12,14,5,14,19,20,10,9,15,7,11,11,18,1,15,5,10,12,20,19,13,0,5,10,17,9,4,10,9,13,26,9,8,13,1,7,8,14,13,7,0,7,1,8,8,7,1,8,19,4,25,11,1,16,1,11,23,7,6,11,9,16,11,15,9,8,15,6,9,9,9,6,11,10,13,3,2,16,10,10,14,10,10,15,10,19,10,7,3,28,14,9,9,5,12,12,14,10,19,5,9,11,20,1,11,15,18,7,12,19,20,5,10,15,13,0
Eif3m,0,5,0,10,4,0,3,9,21,13,13,14,6,21,2,1,5,7,7,11,10,12,0,2,0,0,4,8,2,12,11,4,0,6,6,6,0,3,21,5,4,6,5,11,5,5,13,8,0,14,3,6,6,7,10,0,21,5,5,5,0,14,6,8,7,27,6,16,0,0,24,0,20,15,0,5,0,26,5,0,7,9,6,0,16,0,11,13,4,0,4,9,3,0,5,0,21,13,10,3,9,21,7,5,4,6,11,1,13,14,0,0,2,7,4,0,4,12,0,2,10,0,8,11,0,6,2,21,3,6,0,6,12,5,5,4,3,6,8,5,0,6,5,11,14,13,10,6,0,7,21,5,5,5,0,14,24,0,0,8,6,27,5,6,7,0,20,16,15,5,0,0,0,6,26,0,0,7,16,9,0,9,4,13,4,11,3,0
Eif4a2,7,9,11,0,8,7,9,0,6,3,7,3,0,12,0,1,0,10,12,19,16,14,5,0,7,0,8,6,0,8,17,7,3,23,11,6,4,17,2,4,8,5,1,3,1,4,6,13,1,4,4,11,2,8,0,9,4,10,1,10,39,4,7,4,0,16,4,4,11,4,12,4,8,2,4,0,11,10,5,7,2,14,9,2,7,1,8,2,8,1,5,2,12,4,0,7,12,3,0,9,0,6,12,9,8,0,19,1,7,3,7,11,0,10,8,0,7,14,3,0,16,5,6,17,7,11,0,2,17,6,4,23,8,4,1,8,4,11,13,4,9,2,1,3,4,6,0,5,1,8,4,10,10,1,4,4,12,39,4,4,4,16,0,7,0,11,8,4,2,5,11,4,7,9,10,1,2,2,7,14,1,2,5,2,8,8,12,4
Eif4e2,0,0,4,12,4,6,8,17,6,12,6,6,11,15,12,20,9,21,21,14,14,17,16,2,13,0,7,16,8,2,9,4,9,13,10,1,12,9,17,27,14,6,15,2,14,7,20,17,6,42,4,17,6,17,10,2,15,9,10,5,25,3,9,18,6,12,14,13,3,23,20,6,32,15,12,17,4,7,18,10,24,11,16,7,14,1,17,16,14,14,3,17,9,0,9,0,15,12,12,8,17,6,21,0,4,11,14,20,6,6,6,4,12,21,7,0,4,17,9,2,14,16,16,9,13,10,8,17,9,1,12,13,2,27,14,14,4,17,17,7,2,6,15,2,42,20,10,6,6,17,15,9,5,10,23,3,20,25,6,18,14,12,17,9,6,3,32,13,15,18,4,12,10,16,7,1,7,24,14,11,14,17,3,16,14,17,9,0
Eif4g2,0,8,0,0,0,6,0,0,16,13,0,0,2,19,0,23,13,20,5,0,4,0,0,0,0,9,0,0,0,10,0,5,0,0,0,0,0,21,12,4,0,0,10,6,3,0,0,28,0,9,6,16,3,26,0,4,0,19,15,0,43,0,0,0,0,41,7,0,0,0,0,8,16,32,0,15,0,0,0,0,0,0,23,7,0,0,0,0,0,0,0,18,0,0,13,0,19,13,0,0,0,16,5,8,0,2,0,23,0,0,6,0,0,20,0,9,5,0,0,0,4,0,0,0,0,0,0,12,21,0,0,0,10,4,3,0,6,16,28,0,4,3,10,6,9,0,0,0,0,26,0,19,0,15,0,0,0,43,8,0,7,41,15,0,0,0,16,0,32,0,0,0,0,23,0,0,7,0,0,0,0,18,0,0,0,0,0,0
Eif5,2,5,9,5,0,0,0,1,10,18,11,4,12,22,10,28,6,18,18,0,22,18,9,8,7,3,0,7,13,16,9,2,12,9,16,23,5,25,23,0,7,8,12,1,19,16,38,31,0,15,31,32,10,42,31,11,18,24,1,0,25,19,18,18,23,40,14,12,0,8,6,3,27,12,8,17,3,27,14,8,12,0,6,0,3,7,20,4,21,14,14,26,7,16,6,2,22,18,5,0,1,10,18,5,0,12,0,28,11,4,0,9,10,18,0,3,2,18,12,8,22,9,7,9,7,16,13,23,25,23,5,9,16,0,19,7,31,32,31,16,11,10,12,1,15,38,31,8,0,42,18,24,0,1,8,19,6,25,3,18,14,40,17,18,23,0,27,12,12,14,3,8,8,6,27,7,0,12,3,0,14,26,14,4,21,20,7,16
Eif6,9,8,8,17,0,6,8,14,8,14,14,17,11,18,4,9,0,26,17,6,3,16,6,5,13,0,6,19,16,15,11,9,7,12,8,9,7,23,4,7,23,15,16,9,12,23,17,19,25,11,33,15,10,20,5,1,13,27,9,6,11,26,4,14,19,39,5,17,0,10,26,4,10,32,7,22,9,15,10,12,14,29,11,16,1,4,10,2,19,19,15,19,9,2,0,9,18,14,17,8,14,8,17,8,0,11,6,9,14,17,6,8,4,26,6,0,9,16,7,5,3,6,19,11,13,8,16,4,23,9,7,12,15,7,12,23,33,15,19,23,1,10,16,9,11,17,5,15,25,20,13,27,6,9,10,26,26,11,4,14,5,39,22,4,19,0,10,17,32,10,9,7,12,11,15,4,16,14,1,29,19,19,15,2,19,10,9,2
Elp3,0,2,5,0,0,0,2,10,3,9,0,0,0,3,0,5,0,0,0,3,0,0,3,0,6,3,0,2,4,0,0,2,0,0,2,0,0,1,2,5,2,0,1,3,0,0,3,3,9,0,9,5,3,7,7,0,4,0,0,0,0,0,2,3,0,4,5,5,4,2,0,0,3,0,0,7,0,1,0,5,0,1,3,0,0,0,0,0,0,0,0,0,0,4,0,0,3,9,0,2,10,3,0,2,0,0,3,5,0,0,0,5,0,0,0,3,2,0,0,0,0,3,2,0,6,2,4,2,1,0,0,0,0,5,0,2,9,5,3,0,0,3,1,3,0,3,7,0,9,7,4,0,0,0,2,0,0,0,0,3,5,4,7,2,0,4,3,5,0,0,0,0,5,3,1,0,0,0,0,1,0,0,0,0,0,0,0,4
Eml4,2,7,2,5,0,5,1,6,5,9,3,6,1,5,0,8,9,9,15,5,5,0,2,0,10,0,0,13,0,7,10,4,0,8,2,0,0,7,0,10,0,0,0,3,0,0,5,5,0,6,3,6,2,1,0,3,5,5,1,0,9,1,5,0,0,0,6,0,0,2,10,1,11,6,2,11,0,5,0,0,1,0,0,0,0,2,9,0,4,0,0,8,0,4,9,2,5,9,5,1,6,5,15,7,0,1,5,8,3,6,5,2,0,9,0,0,4,0,0,0,5,2,13,10,10,2,0,0,7,0,0,8,7,10,0,0,3,6,5,0,3,2,0,3,6,5,0,0,0,1,5,5,0,1,2,1,10,9,1,0,6,0,11,5,0,0,11,0,6,0,0,2,0,0,5,2,0,1,0,0,0,8,0,0,4,9,0,4
Enah,5,6,0,0,1,3,0,0,0,4,10,1,0,14,0,1,0,0,9,6,5,6,0,1,6,0,1,3,0,0,0,1,0,1,0,4,4,7,2,1,0,0,0,0,2,0,6,0,1,7,3,4,0,2,0,0,2,0,0,4,0,0,0,2,3,0,2,4,7,9,3,0,0,1,0,7,0,5,0,7,0,0,0,0,2,2,5,5,0,7,0,0,0,0,0,5,14,4,0,0,0,0,9,6,1,0,6,1,10,1,3,0,0,0,1,0,1,6,0,1,5,0,3,0,6,0,0,2,7,4,4,1,0,1,2,0,3,4,0,0,0,0,0,0,7,6,0,0,1,2,2,0,4,0,9,0,3,0,0,2,2,0,7,0,3,7,0,4,1,0,0,0,7,0,5,2,0,0,2,0,7,0,0,5,0,5,0,0
Ercc1,4,0,4,0,0,2,6,7,2,3,6,3,1,3,1,3,5,5,15,2,2,8,0,3,3,0,5,0,1,4,0,1,2,19,4,3,3,7,5,4,3,0,5,0,2,0,9,2,1,9,7,5,5,4,0,0,7,8,10,0,6,2,0,3,4,2,2,3,5,7,6,1,12,0,0,0,1,6,3,0,0,4,0,0,3,3,1,0,2,0,6,7,3,3,5,4,3,3,0,6,7,2,15,0,0,1,2,3,6,3,2,4,1,5,5,0,1,8,2,3,2,0,0,0,3,4,1,5,7,3,3,19,4,4,2,3,7,5,2,0,0,5,5,0,9,9,0,0,1,4,7,8,0,10,7,2,6,6,1,3,2,2,0,0,4,5,12,3,0,3,1,0,0,0,6,3,0,0,3,4,0,7,6,0,2,1,3,3
Esf1,7,3,11,5,2,5,0,13,3,5,7,2,3,4,0,0,2,2,9,3,8,5,0,10,1,0,2,6,3,13,3,4,0,9,11,7,8,22,4,7,2,2,16,7,3,6,5,1,12,7,13,19,7,19,0,0,4,4,2,0,18,14,2,6,8,10,4,13,0,5,2,2,7,11,0,7,6,11,6,1,4,7,3,2,3,0,4,1,5,4,6,6,8,0,2,7,4,5,5,0,13,3,9,3,2,3,3,0,7,2,5,11,0,2,2,0,4,5,0,10,8,0,6,3,1,11,3,4,22,7,8,9,13,7,3,2,13,19,1,6,0,7,16,7,7,5,0,2,12,19,4,4,0,2,5,14,2,18,2,6,4,10,7,2,8,0,7,13,11,6,6,0,1,3,11,0,2,4,3,7,4,6,6,1,5,4,8,0
Etfa,4,14,8,2,3,9,3,8,13,5,4,9,0,3,11,4,4,9,2,4,9,8,0,6,9,0,5,2,1,11,5,3,5,17,6,7,4,9,9,7,7,5,0,8,2,2,9,12,0,11,2,1,11,9,10,0,6,6,3,15,13,7,8,0,9,6,4,2,7,0,11,0,9,6,3,8,5,12,3,8,11,13,1,0,2,5,10,4,6,9,5,4,8,11,4,4,3,5,2,3,8,13,2,14,3,0,4,4,4,9,9,8,11,9,5,0,3,8,5,6,9,0,2,5,9,6,1,9,9,7,4,17,11,7,2,7,2,1,12,2,0,11,0,8,11,9,10,5,0,9,6,6,15,3,0,7,11,13,0,0,4,6,8,8,9,7,9,2,6,3,5,3,8,1,12,5,0,11,2,13,9,4,5,4,6,10,8,11
Eya3,0,7,0,6,3,3,0,0,0,0,2,3,2,3,5,1,2,3,4,2,2,0,2,0,5,0,0,0,1,0,1,0,0,7,0,1,3,2,2,5,9,0,4,3,0,8,7,3,0,3,10,1,0,4,3,1,6,2,0,7,12,7,0,0,4,4,3,0,0,15,8,7,11,7,1,17,4,8,5,2,1,0,6,0,5,0,0,13,6,0,0,1,7,3,2,0,3,0,6,0,0,0,4,7,3,2,2,1,2,3,3,0,5,3,0,0,0,0,0,0,2,2,0,1,5,0,1,2,2,1,3,7,0,5,0,9,10,1,3,8,1,0,4,3,3,7,3,0,0,4,6,2,7,0,15,7,8,12,7,0,3,4,17,0,4,0,11,0,7,5,4,1,2,6,8,0,0,1,5,0,0,1,0,13,6,0,7,3
Ezr,15,15,10,0,4,11,3,7,18,8,12,5,0,25,7,5,7,11,0,13,17,12,9,13,15,0,0,13,14,4,0,7,9,7,6,14,15,7,7,10,4,21,8,8,9,11,13,7,6,17,17,18,12,28,8,0,21,1,16,19,36,5,7,2,0,30,17,14,0,6,9,8,14,15,0,9,9,33,1,22,31,7,1,21,20,5,10,12,0,2,7,6,12,10,7,15,25,8,0,3,7,18,0,15,4,0,13,5,12,5,11,10,7,11,0,0,7,12,9,13,17,9,13,0,15,6,14,7,7,14,15,7,4,10,9,4,17,18,7,11,0,12,8,8,17,13,8,21,6,28,21,1,19,16,6,5,9,36,8,2,17,30,9,7,0,0,14,14,15,1,9,0,22,1,33,5,21,31,20,7,2,6,7,12,0,10,12,10
Fat1,0,2,0,0,6,0,0,0,0,2,0,0,0,0,3,1,2,0,2,4,0,0,3,0,1,0,0,0,3,0,0,2,0,0,0,0,0,2,0,2,4,0,0,2,1,0,2,0,0,0,0,3,0,4,0,6,0,1,0,0,0,1,1,2,5,0,0,4,0,0,8,0,3,0,3,7,3,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,0,0,0,0,2,2,6,0,4,1,0,0,0,0,3,0,0,0,2,0,0,0,0,3,0,0,1,0,3,0,2,0,0,0,0,2,1,4,0,3,0,0,6,0,0,2,0,2,0,0,0,4,0,1,0,0,0,1,8,0,0,2,0,0,7,1,5,0,3,4,0,3,3,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1
Fbxw2,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,5,0,0,0,5,5,2,4,0,11,0,0,13,0,0,1,0,0,3,0,0,8,11,0,0,0,0,2,0,0,0,0,0,0,15,0,9,0,0,0,0,0,5,0,6,0,2,0,4,0,4,0,0,0,8,0,0,9,10,6,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,11,2,7,0,0,0,5,5,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,2,0,0,5,4,13,1,11,0,0,0,11,0,8,3,0,0,0,0,0,9,0,0,0,0,2,0,15,0,0,0,0,0,0,5,6,0,8,2,0,0,0,4,0,4,0,0,0,0,9,0,10,0,0,6,0,0,4,0,0,0,0,0,0,2,11,0,0,5,7,0
Fbxw8,0,6,5,0,7,0,0,4,0,0,0,1,0,0,0,0,0,5,0,0,2,1,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,3,2,0,0,2,2,3,3,4,0,2,0,0,0,0,0,0,3,4,0,0,2,0,0,1,0,0,6,0,0,2,3,0,0,0,6,0,0,0,1,0,2,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,6,7,0,0,0,0,1,0,5,0,5,0,0,1,1,1,0,2,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,4,0,2,0,0,2,3,2,3,2,0,0,3,0,0,0,3,0,6,0,0,4,0,2,1,0,0,0,0,0,2,0,3,0,0,0,0,0,6,0,2,0,0,1,0,1,0,7,0,0,0,0
Fcf1,11,11,0,0,4,12,4,16,3,11,16,22,9,22,7,17,9,11,23,12,11,12,4,6,10,2,4,13,2,6,5,7,9,18,11,5,18,25,5,0,6,4,17,13,8,12,16,10,6,22,13,8,6,26,4,3,5,12,12,6,19,13,7,5,16,40,6,21,2,19,25,10,23,8,2,20,15,25,2,13,10,13,0,6,11,7,15,10,12,3,8,12,8,11,9,11,22,11,0,4,16,3,23,11,4,9,12,17,16,22,12,0,7,11,4,2,7,12,9,6,11,4,13,5,10,11,2,5,25,5,18,18,6,0,8,6,13,8,10,12,3,6,17,13,22,16,4,4,6,26,5,12,6,12,19,13,25,19,10,5,6,40,20,7,16,2,23,21,8,2,15,2,13,0,25,7,6,10,11,13,3,12,8,10,12,15,8,11
Fermt2,0,8,0,0,0,5,0,0,0,4,0,15,0,11,0,4,0,0,0,2,24,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,6,8,0,0,0,0,0,8,0,0,0,0,0,0,0,13,0,0,11,0,0,0,0,5,0,0,0,5,8,0,0,0,0,0,0,8,0,0,0,0,0,13,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,0,0,0,0,0,8,0,0,2,4,0,15,5,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,16,0,8,0,6,0,0,0,0,0,0,13,0,0,0,0,0,8,0,0,11,0,0,0,0,0,5,0,0,0,0,0,8,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,13,0,0,6,0,0,0,0,0,0,0,0,0,0
Fhl1,0,8,0,10,0,14,0,0,12,9,16,14,7,11,0,11,0,17,15,0,26,7,11,14,26,0,10,30,12,1,0,5,12,32,0,19,0,21,0,19,0,15,19,11,20,9,0,24,21,0,21,12,14,20,16,7,24,12,10,11,13,13,0,19,20,30,12,17,11,16,23,18,25,22,15,16,24,30,10,14,13,16,0,19,27,0,0,15,12,30,9,11,19,0,0,0,11,9,10,0,0,12,15,8,0,7,0,11,16,14,14,0,0,17,10,0,5,7,12,14,26,11,30,0,26,0,12,0,21,19,0,32,1,19,20,0,21,12,24,9,7,14,19,11,0,0,16,15,21,20,24,12,11,10,16,13,23,13,18,19,12,30,16,0,20,11,25,17,22,10,24,15,14,0,30,0,19,13,27,16,30,11,9,15,12,0,19,0
Fis1,0,0,5,0,0,0,8,0,15,0,0,0,0,3,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,3,3,9,0,5,0,0,0,0,0,0,0,0,18,8,0,0,10,31,8,0,0,6,0,0,0,0,0,11,0,0,6,7,8,0,0,1,0,0,10,0,6,0,0,0,0,0,0,0,3,0,0,8,0,15,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,3,0,0,0,0,0,9,7,0,7,3,0,0,0,0,0,6,8,0,18,0,0,8,31,11,0,10,0,0,0,0,6,0,0,7,0,0,0,1,8,0,0,0,0,0,0,6,10,0,0
Fnbp4,0,0,3,6,3,4,0,0,6,4,6,0,5,0,0,10,1,8,2,3,1,0,0,0,0,2,0,4,0,0,3,0,0,4,0,1,0,3,8,0,0,1,0,4,0,0,0,1,10,5,0,0,0,0,2,0,0,2,5,2,1,4,0,0,10,5,0,1,0,3,4,5,5,12,0,0,6,4,2,7,0,4,7,0,10,0,0,0,0,4,0,0,7,0,1,0,0,4,6,0,0,6,2,0,3,5,3,10,6,0,4,3,0,8,0,2,0,0,0,0,1,0,4,3,0,0,0,8,3,1,0,4,0,0,0,0,0,0,1,0,0,0,0,4,5,0,2,1,10,0,0,2,2,5,3,4,4,1,5,0,0,5,0,0,10,0,5,1,12,2,6,0,7,7,4,0,0,0,10,4,4,0,0,0,0,0,7,0
Frg1,5,4,5,5,1,10,2,6,3,9,7,5,0,2,10,4,3,8,1,6,9,4,6,0,17,0,0,4,3,0,0,2,0,5,6,11,8,17,0,0,1,0,4,4,0,0,4,9,0,3,5,7,6,6,4,3,9,11,2,4,8,5,0,1,0,9,0,2,1,14,10,5,13,6,1,11,10,10,1,0,0,1,3,7,22,0,0,9,4,3,9,0,6,4,3,5,2,9,5,2,6,3,1,4,1,0,6,4,7,5,10,5,10,8,0,0,2,4,0,0,9,6,4,0,17,6,3,0,17,11,8,5,0,0,0,1,5,7,9,0,3,6,4,4,3,4,4,0,0,6,9,11,4,2,14,5,10,8,5,1,0,9,11,0,0,1,13,2,6,1,10,1,0,3,10,0,7,0,22,1,3,0,9,9,4,0,6,4
Ftsj2,2,0,0,0,0,2,0,4,0,1,2,0,0,1,0,4,1,0,4,1,2,0,0,2,2,0,0,2,2,0,0,1,0,2,0,0,0,0,1,2,0,2,0,0,0,0,1,5,0,4,1,0,1,2,1,2,6,3,1,0,4,0,1,0,1,2,1,0,0,1,0,0,3,1,1,2,0,1,0,0,0,2,0,0,0,3,0,5,0,0,0,0,0,2,1,2,1,1,0,0,4,0,4,0,0,0,1,4,2,0,2,0,0,0,0,0,1,0,0,2,2,0,2,0,2,0,2,1,0,0,0,2,0,2,0,0,1,0,5,0,2,1,0,0,4,1,1,2,0,2,6,3,0,1,1,0,0,4,0,0,1,2,2,1,1,0,3,0,1,0,0,1,0,0,1,3,0,0,0,2,0,0,0,5,0,0,0,2
Fuca2,0,0,7,8,0,0,3,0,0,0,0,10,0,0,17,0,0,0,13,0,1,0,2,4,0,0,5,0,0,7,0,8,0,10,0,2,4,0,0,0,0,5,0,8,5,2,0,14,1,6,12,0,7,0,0,0,0,3,0,4,6,0,10,1,0,8,0,0,2,0,6,0,0,0,0,0,7,15,0,0,0,14,0,0,14,8,0,0,0,0,0,0,0,20,0,0,0,0,8,3,0,0,13,0,0,0,0,0,0,10,0,7,17,0,5,0,8,0,0,4,1,2,0,0,0,0,0,0,0,2,4,10,7,0,5,0,12,0,14,2,0,7,0,8,6,0,0,5,1,0,0,3,4,0,0,0,6,6,0,1,0,8,0,10,0,2,0,0,0,0,7,0,0,0,15,8,0,0,14,14,0,0,0,0,0,0,0,20
G3bp2,23,10,4,17,0,26,16,22,29,34,26,10,28,22,25,31,30,30,51,1,29,42,17,39,41,0,1,54,25,12,19,14,5,49,43,31,24,46,43,42,16,6,48,28,2,26,46,2,19,11,39,38,20,20,26,37,14,31,16,8,19,12,8,23,29,23,16,27,0,35,30,6,20,25,23,47,26,58,27,14,24,22,17,33,27,21,36,37,27,0,20,24,26,6,30,23,22,34,17,16,22,29,51,10,0,28,1,31,26,10,26,4,25,30,1,0,14,42,5,39,29,17,54,19,41,43,25,43,46,31,24,49,12,42,2,16,39,38,2,26,37,20,48,28,11,46,26,6,19,20,14,31,8,16,35,12,30,19,6,23,16,23,47,8,29,0,20,27,25,27,26,23,14,17,58,21,33,24,27,22,0,24,20,37,27,36,26,6
Gabbr1,1,0,3,1,0,0,1,2,1,0,0,5,2,0,1,0,0,1,0,0,1,3,3,1,0,0,3,0,1,3,0,0,1,0,0,1,0,3,3,0,0,1,0,1,0,2,0,5,1,0,2,5,0,1,0,0,0,0,0,1,5,0,1,0,0,2,0,2,2,0,2,4,2,2,0,4,3,0,0,2,6,2,0,0,2,1,0,0,0,2,0,0,2,0,0,1,0,0,1,1,2,1,0,0,0,2,0,0,0,5,0,3,1,1,3,0,0,3,1,1,1,3,0,0,0,0,1,3,3,1,0,0,3,0,0,0,2,5,5,2,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,2,5,4,0,0,2,4,1,0,2,2,2,2,0,3,0,2,0,0,1,0,6,2,2,2,0,0,0,0,0,2,0
Ganab,6,0,0,6,1,4,4,6,11,0,0,2,1,12,5,10,0,4,0,2,12,0,4,7,11,0,0,8,0,0,8,0,0,6,0,0,0,7,6,3,1,3,11,11,5,0,2,3,1,4,5,8,4,9,1,0,0,16,4,8,9,8,4,3,8,12,4,0,3,3,2,7,8,8,2,3,10,4,1,4,0,11,10,0,0,5,10,7,8,6,4,5,1,6,0,6,12,0,6,4,6,11,0,0,1,1,2,10,0,2,4,0,5,4,0,0,0,0,0,7,12,4,8,8,11,0,0,6,7,0,0,6,0,3,5,1,5,8,3,0,0,4,11,11,4,2,1,3,1,9,0,16,8,4,3,8,2,9,7,3,4,12,3,4,8,3,8,0,8,1,10,2,4,10,4,5,0,0,0,11,6,5,4,7,8,10,1,6
Gas5,27,32,19,33,14,15,7,5,0,2,6,7,41,21,4,0,19,41,35,2,27,16,16,21,22,12,6,29,38,26,23,20,17,16,12,26,13,19,25,0,19,13,0,28,26,5,30,33,35,43,4,25,43,28,5,12,26,34,43,64,49,15,37,6,10,2,31,31,12,27,29,16,42,30,31,28,16,2,24,0,32,17,40,19,23,43,25,9,7,16,16,28,23,23,19,27,21,2,33,7,5,0,35,32,14,41,2,0,6,7,15,19,4,41,6,12,20,16,17,21,27,16,29,23,22,12,38,25,19,26,13,16,26,0,26,19,4,25,33,5,12,43,0,28,43,30,5,13,35,28,26,34,64,43,27,15,29,49,16,6,31,2,28,37,10,12,42,31,30,24,16,31,0,40,2,43,19,32,23,17,16,28,16,9,7,25,23,23
Gcsh,1,0,11,3,3,9,0,12,20,8,4,2,3,15,0,9,7,6,12,17,8,7,0,6,13,0,1,7,0,10,9,0,0,7,12,8,8,19,2,1,7,7,3,5,6,10,11,10,1,14,0,5,0,6,1,6,1,3,8,2,10,23,2,14,14,14,0,17,4,3,9,0,13,6,1,3,0,8,1,13,8,2,2,6,10,5,11,7,9,2,3,8,1,0,7,1,15,8,3,0,12,20,12,0,3,3,17,9,4,2,9,11,0,6,1,0,0,7,0,6,8,0,7,9,13,12,0,2,19,8,8,7,10,1,6,7,0,5,10,10,6,0,3,5,14,11,1,7,1,6,1,3,2,8,3,23,9,10,0,14,0,14,3,2,14,4,13,17,6,1,0,1,13,2,8,5,6,8,10,2,2,8,3,7,9,11,1,0
Gga2,5,0,25,4,0,11,18,0,0,10,12,11,9,13,0,8,8,0,13,21,0,0,0,15,9,0,7,0,0,0,0,0,1,0,0,0,8,0,7,0,3,1,0,3,9,2,16,35,7,3,16,0,14,3,8,3,5,6,4,0,5,6,0,5,0,10,0,0,9,8,23,2,5,5,11,25,7,17,7,0,26,13,0,7,16,9,0,0,4,7,0,0,8,7,8,5,13,10,4,18,0,0,13,0,0,9,21,8,12,11,11,25,0,0,7,0,0,0,1,15,0,0,0,0,9,0,0,7,0,0,8,0,0,0,9,3,16,0,35,2,3,14,0,3,3,16,8,1,7,3,5,6,0,4,8,6,23,5,2,5,0,10,25,0,0,9,5,0,5,7,7,11,0,0,17,9,7,26,16,13,7,0,0,0,4,0,8,7
Gjb3,2,11,8,0,4,3,2,14,10,11,3,2,2,9,0,2,3,1,10,19,11,11,0,3,5,3,3,15,15,6,7,8,4,23,6,7,4,8,10,3,0,6,7,13,8,7,17,10,7,11,7,9,4,1,6,1,12,15,0,10,14,3,9,3,15,10,8,14,3,7,32,6,10,7,3,6,2,10,1,11,15,11,11,3,8,4,13,10,12,5,8,13,18,0,3,2,9,11,0,2,14,10,10,11,4,2,19,2,3,2,3,8,0,1,3,3,8,11,4,3,11,0,15,7,5,6,15,10,8,7,4,23,6,3,8,0,7,9,10,7,1,4,7,13,11,17,6,6,7,1,12,15,10,0,7,3,32,14,6,3,8,10,6,9,15,3,10,14,7,1,2,3,11,11,10,4,3,15,8,11,5,13,8,10,12,13,18,0
Gli2,0,2,0,3,3,1,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,3,0,0,0,6,4,2,1,0,2,0,0,2,0,4,0,6,1,0,0,2,0,0,2,3,5,1,1,0,8,0,0,3,1,3,6,2,0,0,0,8,0,4,1,1,0,3,4,1,0,0,4,0,4,0,4,2,1,3,0,0,0,2,0,2,0,0,1,0,0,0,0,0,0,3,0,6,0,0,2,3,0,0,0,1,0,1,0,0,0,0,0,1,2,0,1,0,0,0,2,3,0,6,4,0,0,2,2,4,0,2,6,1,1,2,0,0,0,0,0,5,0,0,1,3,8,3,1,6,3,0,0,3,2,4,0,4,0,4,0,8,1,1,1,0,0,0,0,4,3,4,0,0,2,0,1,0,1,0,0,2,2,0,0
