name,mean,fano,skewness,kurtosis,telegraph,la,ga,v,p_telegraph,AICc1,mean1,fano1,skewness1,kurtosis1,HD1,type1,cross-talk,la1,la2,q1,gamma,nu,p+crosstalk,AICc2,mean2,fano2,skewness2,kurtosis2,HD2,type2,p+threestate,lam1,lam2,gamma,nu,p,AICc,mean,fano,skewness,kurtosis,HD,type,p+threestate-crosstalk,lam,kappa1,kappa2,q1,gamma,nu,p,AICc,mean,fano,skewness,kurtosis,HD,type,p+positive,lam,gamma,v,mu,p,AICc,mean,fano,skewness,kurtosis,HD,type,p+negative,lam,gamma,v,nu,p,AICc,mean,fano,skewness,kurtosis,HD,type
Rab2b,0.44680851,2.124620056,2.530450838,5.78492608,,0.223188115,3.685764733,51.98927449,0.192951626,331.2689949,0.395799792,1.796094668,2.399821485,5.454964756,0.080093887,2,,0.223181221,0.223194174,0.497698518,3.685694818,51.98858681,0.192950653,333.380086,0.395799572,1.796094161,2.399821723,5.454966758,0.080093977,2,,0.370293995,0.370333502,2.619704434,47.79267452,0.187795231,333.1805176,0.39551736,1.798473537,2.406231451,5.491136336,0.079115462,2,,285.3000826,0.370315289,0.370315289,0.502194545,5.26476278,48.2342126,0.187800483,335.3149477,0.395518934,1.79847013,2.406223252,5.491093864,0.079115647,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Rab31,0.765957453,4.511820339,3.323900656,11.97729646,,0.13488852,2.957918048,57.79845502,0.33625582,397.9081861,0.70112629,4.022054442,3.066833686,9.842255528,0.131538342,2,,0.603307696,0.092527668,0.529162536,3.750106073,54.54052409,0.350626466,399.7882115,0.705775385,3.982998349,3.015996943,9.511921963,0.130628401,2,,0.135179935,3.792146024,2.835748611,57.49396787,0.335620059,400.0170235,0.701035547,4.023323762,3.068247859,9.851787115,0.131539825,2,,0.092795436,1.127218203,1.127218203,0.484517455,3.916505461,63.42855717,0.344993938,401.8388411,0.706274026,3.980762288,3.016727018,9.522987158,0.130436205,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Rab33a,0.074468086,1.782674771,4.876863697,22.33959278,,3.36E-10,5.58E-09,9999906307,0.100782898,90.58924023,0.048806435,1.524743769,6.000732878,36.73024786,0.051635299,2,,357843.0616,4.62E-08,0.494213681,1.51E-06,9999785000,0.100783081,92.7003342,0.04880634,1.524744121,6.000739439,36.7303298,0.051635278,2,,1.00E-10,2342270.395,1.66E-09,374371029,0.10078289,92.70033131,0.048806421,1.524743763,6.000733787,36.73025966,0.051635304,2,,5380420.818,1.00E-10,1.00E-10,0.47216294,1.76E-09,6759609787,0.100782879,94.83474938,0.048806435,1.524743719,6.000732858,36.73024801,0.051635306,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Rab34,0.457446808,2.496041563,2.674298794,6.424039567,,0.151945568,2.349857906,58.03702282,0.190509413,324.2135051,0.42062149,2.219686574,2.671264661,7.024467255,0.084758915,2,,0.151944702,0.15194639,0.501044808,2.349970384,58.04175097,0.190507579,326.3245962,0.420619733,2.219682151,2.671269215,7.024502399,0.084759086,2,,0.261592622,0.261600334,1.902893,59.23804077,0.187194654,326.0584173,0.420660581,2.223974221,2.67795118,7.062305772,0.083510588,2,,1109.667262,0.261230216,0.261230216,0.505717214,3.727912362,58.57444691,0.187212729,328.19291,0.420861566,2.2250681,2.677358167,7.056689715,0.083501463,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Rab38,0.35106383,1.921663452,3.074609993,11.16023369,,0.256439709,3.226410164,25.84869155,0.189278043,291.3011201,0.34055429,1.80756696,2.844829093,8.980726281,0.073232156,2,,1.135701701,0.202681523,0.499710898,6.906817078,38.80487249,0.196567018,293.3989209,0.340441002,1.804641668,2.838891729,8.941509848,0.07294075,2,,0.27824133,1.115546529,2.502220023,23.67836502,0.186166843,293.4183996,0.340560026,1.809069269,2.848071496,9.002627748,0.073360806,2,,1.083904812,0.348347999,0.348347999,0.496606753,4.484181732,29.67816196,0.192700107,295.5423195,0.340523378,1.806471293,2.841944735,8.960214503,0.073121226,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Rab3d,0.202127661,2.587346032,4.906068743,26.24155573,,0.127029498,1906825298,9998608107,0.31763074,193.7289106,0.186484963,2.050025938,4.263138123,21.00348448,0.095323649,2,,0.127029305,6476326624,0.509677465,1952960668,5219433703,0.317627587,195.8400017,0.186485103,2.050026727,4.26313641,21.00346227,0.095323703,2,,0.240864686,0.21510226,16398.28905,96577.89965,0.316773546,195.6601836,0.184873911,2.041900493,4.289977259,21.33750433,0.094216998,2,,3134056.624,0.227348237,0.227348237,0.53089727,3183819495,9999999835,0.317370903,197.7935449,0.185845095,2.044507449,4.279803793,21.22041189,0.094334797,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Rab3gap1,0.638297873,2.828368799,2.230506015,3.981800595,,0.114754905,1.105360226,279.1385407,0.170755217,377.3819422,0.6023302,2.688924674,2.328700918,4.819088299,0.108132135,2,,0.114354918,74.64124276,0.500339279,2.341479597,696.897457,0.170137052,379.4947605,0.602687802,2.689375692,2.327138671,4.809665935,0.108190307,2,,0.201637021,0.201636867,0.974556023,1806.368196,0.169186725,379.2799781,0.602357982,2.693282278,2.333147177,4.838108232,0.10735966,2,,170693.7967,0.201636952,0.201636952,0.489475173,1.991033588,1806.332894,0.169186708,381.4143962,0.602357948,2.693282141,2.333147218,4.838108578,0.107359663,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Rab3gap2,0.851063828,1.723936171,1.472184993,1.349537027,,0.462473407,2.259045889,58.49722448,0.136283422,484.9192197,0.821896822,1.645345625,1.485130757,1.614823785,0.049958439,2,,0.462478745,0.462469593,0.509976007,2.259129736,58.50046603,0.136283321,487.0303108,0.821897116,1.645345202,1.485130285,1.614822507,0.049958436,2,,0.710303898,0.710963015,1.589154396,63.26577661,0.132749369,486.8904497,0.822090731,1.648598374,1.487938207,1.621031166,0.048998206,2,,1540.605899,0.710554539,0.710554539,0.514860397,3.087944043,63.30829517,0.132740234,489.024868,0.822101162,1.648605496,1.487906935,1.620889007,0.048999428,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Rab3il1,0.063829788,2.936170212,8.208314455,70.16974635,,0.018458427,2.438032009,52.35658073,0.231846338,77.24025508,0.052202839,2.249439466,7.956037006,70.44480842,0.085372543,2,,39544.01458,0.018458365,0.496123701,4.838688409,52.35737721,0.231847375,79.35134617,0.052202862,2.249442036,7.95603784,70.44480256,0.085372527,2,,0.023436311,0.076575091,2.423595969,55.25636963,0.230513867,79.33280051,0.052073199,2.248149795,7.968097256,70.68157143,0.085217195,2,,204.7340001,0.035977014,0.035977014,0.498289695,4.782389511,53.18355518,0.23131458,81.46593301,0.052202447,2.248007657,7.958380328,70.50809927,0.085239039,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Rab3ip,0.659574474,3.437199729,3.282778159,12.09508108,,0.255086982,1336086559,9999965763,0.363910162,399.2007805,0.629713054,2.920589736,2.950364393,9.904651708,0.12168961,2,,9310725303,0.255086489,0.578129044,1435756548,4533419459,0.363908769,401.3118716,0.629711635,2.920589013,2.95036765,9.904676819,0.121689556,2,,0.42369039,0.4236747,3550318.219,33220445.94,0.358280282,400.8695045,0.627335318,2.933489987,2.982213963,10.12982468,0.120463805,2,,6243064796,0.423683697,0.423683697,0.627239198,846810440.9,4969966605,0.358280811,403.0039222,0.627333356,2.933483997,2.982218352,10.12986767,0.120463686,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Rab43,0.223404255,2.58611957,5.270216437,33.84553785,,0.145699643,2377807293,9997711347,0.37019941,208.523001,0.212008297,2.166290006,4.296185753,22.11354588,0.114486836,2,,7779950740,0.145699184,0.588655715,23246827.91,40205968.66,0.370201453,210.6340922,0.21200758,2.166290109,4.296193802,22.11363361,0.114486727,2,,0.264246623,0.253277645,333504.5623,1603379.559,0.36646094,210.5943511,0.21121216,2.165593434,4.324396727,22.45726241,0.114079807,2,,258.4102189,0.25823457,0.25823457,0.53840716,3847975610,9999942433,0.365826165,212.7312001,0.211336946,2.16631092,4.323034806,22.43863307,0.114121971,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Rab6b,0.319148939,5.480851076,6.187265956,43.76698297,,0.054875162,5.787473815,97.23485536,0.389409605,210.7215852,0.293221989,4.509424316,5.371366955,33.12380074,0.116371146,2,,0.054875371,1544.350518,0.501074397,11.5933204,97.59725849,0.389411701,212.8326757,0.293221992,4.509416877,5.371365713,33.12380153,0.116371091,2,,0.065316281,0.215329782,4.071728848,77.81615987,0.3779888,212.8131037,0.294577257,4.56386713,5.380654483,33.12330947,0.11676601,2,,1612.963697,0.101218905,0.101218905,0.510053414,9.282312738,88.5592443,0.383361549,214.9421571,0.292997429,4.534732828,5.397182111,33.40284656,0.116343675,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Rab8b,0.797872344,4.068794342,3.337081777,12.80911179,,0.203938682,9.881959136,120.2915281,0.350931752,429.1310076,0.763213478,3.685190886,3.006709652,10.07391627,0.110622928,2,,0.150680108,0.692800044,0.47126897,1150746702,9960715157,0.381898076,431.1425783,0.761864146,3.646819706,2.986188357,9.973850599,0.109739679,2,,2.405946829,0.205223234,7.501782142,100.1789896,0.346309989,431.2373558,0.763657208,3.690254934,3.008199202,10.07922626,0.110698772,2,,0.135738943,1.154606109,1.154606109,0.548637338,1051763474,9999662762,0.383455705,433.2208222,0.761685795,3.638881465,2.983011582,9.964055475,0.109448146,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Rac2,0.180851065,2.113266589,4.185236807,18.8937768,,0.08172594,2.288829087,52.76962726,0.145734309,181.2179305,0.168360138,1.915417081,4.033896459,17.71959524,0.025986007,2,,39.57980904,0.082149725,0.501536911,4.993667419,56.9925551,0.146360574,183.3292806,0.168471442,1.914334127,4.032212163,17.70810551,0.025961009,2,,0.238763605,0.107266321,2.675651585,88.8386754,0.143955752,183.3142297,0.168151678,1.915034279,4.039667012,17.78139193,0.025727754,2,,1382.58284,0.148315552,0.148315552,0.466925444,4.315347386,54.34607916,0.143815323,185.4437191,0.168317583,1.916167026,4.038219087,17.76347898,0.025691199,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Rad51c,0.521276598,3.784845865,2.893168814,7.719445957,,0.036237729,0.330917743,6990264677,0.174811517,286.516358,0.49210637,3.633193165,2.93166977,7.976504768,0.058435365,2,,0.036248307,0.036250427,0.488291953,0.331040721,6628787.985,0.174820355,288.627449,0.4921468,3.633157276,2.9315465,7.975735448,0.058434693,2,,0.068630474,0.068623136,0.310128011,9520440940,0.174607727,288.5899205,0.492185752,3.634115851,2.932130634,7.977893098,0.058178414,2,,0.031253571,0.080377201,0.080377201,0.499658484,0.319236305,172852.8915,0.174716267,290.7414944,0.492176663,3.633850129,2.931877957,7.976874782,0.058291886,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Rad52,0.574468085,2.240346738,2.37299532,5.515284926,,0.231377945,2.560371113,53.51131766,0.177796695,382.3676789,0.535667434,2.028964482,2.220075114,4.605162019,0.117294364,2,,0.23137773,762296734.3,0.496009821,5.162091857,53.51382451,0.177796461,384.47877,0.535667494,2.028965167,2.220075085,4.605160836,0.117294383,2,,0.720094998,0.267792547,2.067990427,57.43160329,0.172761949,384.4750802,0.535876327,2.031613921,2.222514015,4.614367282,0.117515339,2,,0.165137207,0.641403138,0.641403138,0.500569877,2.39878141,54.0623444,0.177321199,386.6082791,0.535621133,2.028843127,2.220309266,4.607043952,0.117260981,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Rai1,0.276595747,2.954173492,4.180817905,19.22769814,,0.077586694,2.606483675,63.43836882,0.20690373,222.7823857,0.259645035,2.6824011,3.997913474,17.43758645,0.067501963,2,,1189.034289,0.07758411,0.522929412,5.472845397,63.54733259,0.206892686,224.8934771,0.259660222,2.682432509,3.997771755,17.43613944,0.067503417,2,,0.142768535,0.138340902,2.232423402,64.02388752,0.202424659,224.859727,0.259750722,2.686213849,4.002495731,17.46990718,0.067493057,2,,3522518.445,0.14036394,0.14036394,0.499775513,4.451174722,63.86210135,0.202484389,226.9941249,0.259814406,2.687472305,4.002377312,17.46603647,0.067504902,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Ralgapa1,0.457446807,2.030925291,2.544192793,6.581538654,,0.246323273,3.573542546,57.5628313,0.158593764,338.867125,0.440387688,1.903348871,2.463436154,6.210488233,0.044966492,2,,0.246323959,0.246317453,0.501279573,3.573558271,57.56417173,0.158593953,340.9782161,0.440387862,1.903354624,2.463437999,6.210489676,0.044966402,2,,0.403728555,0.403981889,2.481543657,53.06075538,0.153350175,340.8913277,0.440613157,1.906970001,2.467405928,6.229019805,0.044342485,2,,36058.55423,0.403843736,0.403843736,0.503760181,4.927929549,53.09051482,0.153351912,343.0257458,0.44062066,1.906994476,2.467392354,6.228896681,0.0443419,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Ralgapa2,0.297872341,1.844984807,2.907600329,8.661756448,,0.129864405,1.36487521,95.82377614,0.1034972,260.1113634,0.286055854,1.747231993,2.838519836,8.256466011,0.017325143,2,,0.129862882,0.129865283,0.499040837,1.364866645,95.82509114,0.103496921,262.2224544,0.286055888,1.747231702,2.838519056,8.256460603,0.017325205,2,,0.228576742,0.224359843,1.172773424,127.2321633,0.1021101,262.2090424,0.286036331,1.747973765,2.840839992,8.272847409,0.017034271,2,,0.988578349,0.186503096,0.186503096,0.499146676,2.06574516,90.85657918,0.106236274,264.373878,0.286003155,1.745836614,2.836908801,8.247470139,0.017574653,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Ralgapb,0.45744681,1.937902035,2.493632595,6.696264476,,0.107217803,0.304956067,8.696250673,0.202248519,338.9576416,0.448387897,1.850199037,2.309775694,5.263538142,0.042585383,3,,0.081519931,1.133858439,0.447128135,0.512023813,1.855890471,1,341.0364455,0.448013775,1.849926463,2.312774394,5.286279277,0.042173594,2,,0.106442033,86.45604896,0.301145666,4.287639233,0.408794753,341.069419,0.448353281,1.849835664,2.309367775,5.261463766,0.042567856,2,,0.084719791,2.179946001,2.179946001,0.500414605,0.48564119,2.45036614,0.762723074,343.1677587,0.447884244,1.850333961,2.314765121,5.299123357,0.042109274,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Ranbp9,0.819148939,4.025006928,4.715534001,28.49562394,,0.41068142,2700799878,9999346275,0.538944909,463.8568792,0.813143063,2.89801679,2.944358103,11.48778923,0.123049434,2,,0.410688175,0.410675573,0.541919863,2678972978,9918283347,0.538956212,465.9679703,0.813141531,2.898009733,2.944357686,11.48779504,0.123049189,2,,0.679981549,0.67998082,2224303543,9998236208,0.535169938,464.8790447,0.809296313,2.923584298,3.028096057,12.22545366,0.12145847,2,,4120931768,0.679981454,0.679981454,0.331844527,6703384714,9999042290,0.535169296,467.0134628,0.809296171,2.923583316,3.028095883,12.2254536,0.121458441,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Rap2a,0.255319149,1.744680855,2.660910864,6.182790517,,1.72E-10,6.71E-10,9083.221504,0.083273396,226.3882703,0.228469893,1.689044699,2.900850146,7.888106507,0.029009812,2,,1746250.701,1.02E-10,0.492038612,7.82E-10,3816047.417,0.08326533,228.4993613,0.228473302,1.689049489,2.900826138,7.887937278,0.029008589,2,,1.05E-10,0.018396049,4.09E-10,1644569.337,0.083265435,228.4993613,0.228473195,1.689050163,2.900827332,7.887943811,0.029008534,2,,5.692925421,2.32E-10,2.32E-10,0.474423236,9.50E-10,143961.0602,0.083265923,230.6337794,0.228473194,1.689049869,2.900827185,7.887943444,0.029008568,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Rap2b,0.446808511,2.838905787,4.064337642,20.80273728,,0.266617609,2434711200,9996440242,0.411174083,326.7337804,0.432804458,2.399034783,3.301416003,13.24130089,0.116161038,2,,0.266617933,0.266617376,0.52774898,2435213764,9998504635,0.411173935,328.8448715,0.432804454,2.399034528,3.301415877,13.24130031,0.116161035,2,,0.452261905,0.452236171,130797688.4,644704828.2,0.405235929,328.5730059,0.430897237,2.405680406,3.343893219,13.62923873,0.115412914,2,,9999939537,0.452244284,0.452244284,0.478644198,466893401.4,1101625896,0.405203228,330.7074239,0.430899134,2.405693303,3.343889047,13.62916679,0.115413332,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Rapgef3,0.095744681,1.793144217,5.126770092,28.39118331,,0.044718819,1.615989159,4520.623144,0.093449002,120.0804423,0.088312739,1.627558787,4.977039547,27.02029346,0.026457735,2,,85.62375392,0.044608162,0.506962304,3.334547041,48866367.47,0.093331856,122.1915949,0.088323683,1.627784872,4.976812492,27.01600188,0.026465326,2,,0.056938082,0.161098174,1.443883911,94182.92041,0.092820601,122.1870609,0.088344386,1.627548683,4.976833945,27.02055415,0.026391929,2,,20480.17726,0.087160094,0.087160094,0.50084232,2.533571052,98.02021669,0.095652749,124.3198821,0.08816247,1.626032862,4.983176122,27.1100233,0.026218354,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Rapgef6,1.000000004,6.872340459,4.216123855,20.22361935,,0.140678779,8.19316694,147.2275288,0.436826078,440.9620618,0.936881689,5.67915397,3.433023998,13.12874308,0.181194857,2,,0.394642546,0.103612963,0.507774652,733599132.6,9947308606,0.482238006,443.0316959,0.927322357,5.572553921,3.433413597,13.23425448,0.179809942,2,,0.783821072,0.148934565,5.638222215,118.6569258,0.425653881,443.0077982,0.939614352,5.736285521,3.446524781,13.19509467,0.181577072,2,,0.097408,0.801966571,0.801966571,0.496942205,41108.18378,590657.4366,0.483664365,445.1186296,0.927184658,5.554406471,3.428978701,13.21868697,0.179592326,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Rapgefl1,0.10638298,3.09361702,7.10037774,54.77864719,,0.038937673,921510436.5,9718135405,0.318650967,113.2420184,0.0920166,2.401575144,6.504034099,48.34361126,0.080167996,2,,0.038940806,0.038930942,0.503315287,5897.364838,62202.97718,0.318600813,115.3531363,0.092017171,2.401593516,6.504017397,48.34322677,0.08016847,2,,0.06960426,0.072123396,5.570901684,70.85897127,0.281725215,115.3228286,0.092861734,2.422048263,6.486347334,47.94510652,0.080531707,2,,13.16183331,0.072341045,0.072341045,0.4925355,17035.41032,99591.35104,0.304380581,117.4571674,0.09229398,2.409006465,6.502680745,48.28239209,0.080199558,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Rarg,0.574468088,2.277383773,3.229249967,12.64085908,,0.541717387,3621838992,9997661621,0.385131751,392.6163492,0.562132728,1.916110583,2.476051023,7.327816816,0.173710367,2,,0.541718012,7315583.664,0.191773821,9999985658,5293663884,0.385132876,394.7274437,0.562132822,1.916109428,2.476049892,7.32781104,0.173710363,2,,0.882891188,0.881886465,16244.64506,55616.78533,0.381628813,394.2815353,0.559994982,1.918496622,2.508051168,7.569763559,0.172184047,2,,0.378478548,0.894899886,0.894899886,0.999966816,532680.7786,1093112.049,0.625184828,396.4510275,0.558558326,1.907714199,2.506363573,7.581510521,0.171769935,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Rasa1,0.723404253,2.39424281,1.806571868,2.088849975,,0.137998837,0.80123058,9990252042,0.152757898,418.5332789,0.66280383,2.242047485,1.902745949,2.727763731,0.063417916,2,,0.136845186,89509.27728,0.5191704,1.438202527,192.787026,0.154217391,420.6583596,0.659310262,2.245669917,1.911869099,2.766421536,0.063368435,2,,0.236475139,0.240930502,0.611698368,170.9855373,0.153759774,420.5068078,0.66241245,2.245976399,1.9074504,2.745394868,0.06231336,2,,269.8049154,0.240414988,0.240414988,0.506519646,1.31847078,9999817810,0.15246565,422.6225108,0.662192722,2.244215477,1.907790643,2.748612541,0.062313078,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Rasa4,0.55319149,2.485270056,2.505186524,6.297384404,,0.147499968,1.466074885,93.04459862,0.149252786,363.4224487,0.537149609,2.376085163,2.427737569,5.709099727,0.06499448,2,,0.147502323,0.147497499,0.501055994,1.466099961,93.04890942,0.149252761,365.5335398,0.537149159,2.376085541,2.42773918,5.709108959,0.064994464,2,,0.71314907,0.16022098,1.290053038,114.5646063,0.146949604,365.5015461,0.537336255,2.377039348,2.427895565,5.706605709,0.064880324,2,,0.142631103,0.257704095,0.257704095,0.500633237,1.176722915,73.27773931,0.148016186,367.6387139,0.537570824,2.37754773,2.426108611,5.694741903,0.064922018,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Rasal2,0.542553194,3.751564466,3.453047765,12.4668337,,0.133381248,4.841150324,82.4276615,0.293273724,336.5258857,0.504568047,3.238205873,3.236753201,11.20747503,0.105259026,2,,0.133381426,18605.07902,0.518447946,9.339881615,82.44552896,0.293273946,338.6369768,0.504567224,3.238202656,3.236755927,11.20750108,0.105258988,2,,0.228697353,0.233589876,3.600187263,75.03949729,0.285113829,338.4065095,0.504561497,3.254400317,3.252686405,11.30787965,0.104414526,2,,930859305.5,0.23087116,0.23087116,0.500877154,6.939322733,72.20960913,0.284874902,340.5406661,0.504790305,3.255851221,3.251828863,11.29892904,0.104434271,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Rasgrp2,0.595744681,2.404255329,3.273626947,14.44631573,,0.45322106,3094062806,9996899284,0.408064543,397.288395,0.583202743,2.147052131,2.663075807,8.627796953,0.121374119,2,,0.453221008,0.453220986,0.536896911,3091498480,9988626314,0.408064123,399.3994861,0.583202775,2.147052291,2.663075803,8.627796612,0.121374125,2,,0.742688678,0.742670783,16901842.59,68138544.46,0.4000477,399.2390869,0.581176463,2.155540535,2.703944271,8.941778184,0.121085748,2,,168.6303322,0.744532592,0.744532592,0.499034941,5565.378327,8907.484726,0.499695874,401.4058365,0.578707519,2.14749523,2.706061867,8.973767359,0.12071284,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Rasip1,0.319148939,2.880851068,3.670751637,14.69250089,,0.041331474,0.339230107,13.87937212,0.213512624,240.2539868,0.306851975,2.718857874,3.493040765,12.72849469,0.071870629,3,,0.038290343,2.520406147,0.496818482,0.676560525,15.34173054,0.208890068,242.3620264,0.306616306,2.7177478,3.495814995,12.75932287,0.071791805,3,,11291.96278,0.041167308,0.336941561,13.61889093,0.216815454,242.3651243,0.306823473,2.718474751,3.492913089,12.7283178,0.071847575,3,,6.966633077,0.076882664,0.076882664,0.498294769,0.649928104,14.26474894,0.213765108,244.4979003,0.306819901,2.718659435,3.49318981,12.73007498,0.071847736,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Rasl10a,0.085106384,1.914893616,5.502802297,32.14615696,,0.02194453,0.485723521,16737693.37,0.089015508,107.0174432,0.07708533,1.735777295,5.452330164,32.06012403,0.024199559,2,,0.021944851,1059.36826,0.500109587,0.971700071,55377766.94,0.089015464,109.1285343,0.07708537,1.735774865,5.45232654,32.0600935,0.024199601,2,,0.022720398,0.337139728,0.467131715,9396189266,0.088924551,109.1278522,0.077064638,1.736284823,5.453635947,32.07357984,0.024185302,2,,61.97295161,0.042895169,0.042895169,0.496493133,0.966024288,150414.8243,0.089247594,111.2617836,0.077052997,1.735469231,5.454157913,32.0873293,0.024143217,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Rb1,0.148936171,1.851063836,4.123667003,17.5861097,,0.07734486,1.84554408,53.31191051,0.120910936,162.8332641,0.132979124,1.619719946,3.989460677,16.8466018,0.050665804,2,,0.077500333,0.077173633,0.510362572,1.846547937,53.37801169,0.120911701,164.9443554,0.132978028,1.619742142,3.989499984,16.84688574,0.050665197,2,,18.83597794,0.07734689,1.837765973,53.31570197,0.120909928,164.9443512,0.132978842,1.619717509,3.989464858,16.84665362,0.050665637,2,,4310.070759,0.141820709,0.141820709,0.500095395,3.348265013,55.80037135,0.120363214,167.0572424,0.13286562,1.618904937,3.992635881,16.88402077,0.050419084,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Rb1cc1,0.893617022,2.58257346,1.800427119,2.488332962,,0.159804552,0.850690923,9904847841,0.155279835,471.1380483,0.847843152,2.43454388,1.742347988,2.161376556,0.127438125,2,,0.159779712,191.0733858,0.50461158,1.69257258,1017715.527,0.155274938,473.2491408,0.847838301,2.434561427,1.742334952,2.161298615,0.12743847,2,,0.229429657,0.32937749,0.657469373,8741.914913,0.153444927,473.2401391,0.848198099,2.436554004,1.741811568,2.155144555,0.127590249,2,,1985.290453,0.270028604,0.270028604,0.495391201,1.32597564,369518400.1,0.153395185,475.3744182,0.848369224,2.436247848,1.741541422,2.154194067,0.127595767,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Rbak,0.255319151,2.494680856,4.030197613,17.49319783,,0.125580995,633549087.4,6169856757,0.254679993,224.4179158,0.235036365,2.149333082,3.785419179,15.92908439,0.040524348,2,,0.125577226,7050.163873,0.496350255,2068472906,9999718047,0.254646027,226.5290399,0.235037132,2.149335846,3.78540852,15.92897142,0.040524787,2,,0.218901847,0.218802645,3116.23743,36728.68232,0.253498553,226.4531272,0.234587339,2.148973827,3.797003397,16.04490036,0.039739116,2,,12.0969724,0.216192759,0.216192759,0.510374053,1645.417555,10181.74011,0.243457047,228.5818076,0.235245044,2.153877276,3.791095512,15.97264614,0.039863213,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Rbbp8,0.702127661,1.93423598,2.127865623,5.10096134,,0.3799221,1.406685234,13.66785078,0.241770003,438.7338551,0.687975667,1.844456863,1.933597108,3.721018322,0.05208925,2,,0.315499844,1.725879303,0.499296507,2.397661211,16.10261912,0.239790398,440.7534333,0.687497416,1.84319355,1.933104196,3.724901515,0.051334022,2,,106.3337028,0.379890032,1.401208965,13.66536228,0.241763354,440.8449468,0.687970863,1.844432052,1.933572863,3.720905056,0.052089725,2,,0.300782624,2.800772167,2.800772167,0.500096639,2.284522497,16.5647425,0.238405648,442.8589909,0.687351964,1.842930228,1.933368434,3.728394162,0.051094794,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Rbfox2,0.861702132,4.212371961,2.82867776,7.90112003,,0.164396782,3.47659567,75.91368321,0.30949806,436.3608463,0.788231449,3.641880913,2.655957761,7.001530261,0.106001146,2,,0.164392943,0.164399619,0.504393528,3.476329755,75.90792483,0.309497523,438.4719374,0.788235156,3.641887333,2.655949818,7.001473086,0.106001285,2,,0.279740785,0.279729782,2.683089027,73.21313269,0.302717779,438.2450609,0.786501331,3.664129449,2.677488223,7.115232528,0.105206223,2,,1119213.984,0.279734679,0.279734679,0.499100106,5.375826902,73.21254817,0.30271895,440.379479,0.786501275,3.664134592,2.677489809,7.115238936,0.105206124,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Rbm15,0.180851065,1.87797247,3.5001687,11.89667522,,3.33E-08,1.93E-07,9999456017,0.081852721,179.2763454,0.16257211,1.744284897,3.58760097,12.82728372,0.022475907,2,,259945.7568,1.04E-10,0.463425648,1.12E-09,44272384.21,0.081852754,181.3874364,0.162572062,1.744285263,3.587601795,12.82728942,0.022475887,2,,0.69440159,1.64E-07,9.52E-07,9999782734,0.081852767,181.3874372,0.16257204,1.744284973,3.587602002,12.82729206,0.022475907,2,,1.26E-10,1.627390022,1.627390022,0.469126529,1.37E-09,39263.10012,0.081854777,183.5218544,0.16257232,1.744284543,3.587598052,12.82726091,0.022475898,2,,,,,,,,,,,,,,,,,,,,,,,,,,
